Name,Score,Aired,Status,Studios,Source,Rank,Popularity,Favorites,Scored By,Members,Main Genre,Sub Genre,Year Released
Liang Zhi Laoshu de Shenghuo Yijian,0.0,Jul 2009 to ?,Finished Airing,YOW MISSING MAS BRO,Original,17697.0,23163,0,0.0,46,Comedy,No Sub-Genre,2009.0
Zhu Zhu Jili Xiao Caishen,0.0,2008 to ?,Finished Airing,YOW MISSING MAS BRO,Original,14332.0,23003,0,0.0,48,Fantasy,No Sub-Genre,2008.0
Keke Cheng Chang Riji,0.0,2008 to ?,Finished Airing,YOW MISSING MAS BRO,Original,17217.0,23072,0,0.0,47,Comedy,No Sub-Genre,2008.0
Mianfen Zhen de Jieri,0.0,2008 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,18076.0,23319,0,0.0,44,Fantasy,No Sub-Genre,2008.0
Cobo Xiong,0.0,2009 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15348.0,22806,0,0.0,50,Comedy,No Sub-Genre,2009.0
Doug de Donghua Shijie,0.0,2009 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15712.0,23255,0,0.0,45,Fantasy,No Sub-Genre,2009.0
Dodo de Shijie,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15605.0,23147,0,0.0,46,Fantasy,No Sub-Genre,2010.0
Xiaolong Abu,0.0,2008 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13738.0,23758,0,0.0,41,Comedy,Fantasy,2008.0
Jingying Xiaozi,0.0,2008 to ?,Finished Airing,YOW MISSING MAS BRO,Original,16920.0,23834,0,0.0,40,Fantasy,No Sub-Genre,2008.0
Binghuo Zhi Jing,0.0,2009 to ?,Finished Airing,YOW MISSING MAS BRO,Original,14922.0,23141,0,0.0,46,Fantasy,No Sub-Genre,2009.0
Dahua Yueya Chuan,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15456.0,23257,0,0.0,45,Comedy,No Sub-Genre,2011.0
Hengha Bai Le Men,0.0,2007 to ?,Finished Airing,YOW MISSING MAS BRO,Original,16411.0,23622,0,0.0,42,Comedy,No Sub-Genre,2007.0
Qiu Gazi,0.0,2007 to ?,Finished Airing,YOW MISSING MAS BRO,Original,19122.0,23466,0,0.0,43,Sports,No Sub-Genre,2007.0
Oow: Zhihui Baodian,0.0,2009 to ?,Finished Airing,YOW MISSING MAS BRO,Original,18712.0,23934,0,0.0,39,Fantasy,No Sub-Genre,2009.0
Huangshan Chuanqi,0.0,2009 to ?,Finished Airing,YOW MISSING MAS BRO,Original,16606.0,23620,0,0.0,42,Fantasy,No Sub-Genre,2009.0
A Fu Man Youji,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Book,14445.0,21984,0,0.0,62,Fantasy,No Sub-Genre,
A Fu Man Youji: Wuxi Renjie,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Book,14446.0,21985,0,0.0,62,Fantasy,No Sub-Genre,
Shi Wan Ge Weisheme Juchang: Haiyang Ban,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Original,19654.0,23178,0,0.0,46,Fantasy,No Sub-Genre,2010.0
Id:Indeed,5.54,"Jan 8, 2021 to Mar 26, 2021",Finished Airing,NAZ,Original,10650.0,12924,0,180.0,912,Comedy,No Sub-Genre,2021.0
Tales of Crestoria Off Shot Movie,5.99,"Dec 15, 2020",Finished Airing,Kamikaze Douga,Game,8857.0,13867,1,190.0,685,Comedy,Fantasy,
Shiroi Suna no Aquatope,7.51,"Jul 9, 2021 to Dec 17, 2021",Finished Airing,P.A. Works,Original,1684.0,1357,1308,47465.0,161462,Drama,Slice of Life,2021.0
Vivy: Fluorite Eye's Song,8.41,"Apr 3, 2021 to Jun 19, 2021",Finished Airing,Wit Studio,Original,166.0,411,9993,223646.0,496658,Action,Sci-Fi,2021.0
Odd Taxi,8.69,"Apr 6, 2021 to Jun 29, 2021",Finished Airing,"OLM, P.I.C.S.",Original,54.0,544,7653,191737.0,389378,Award Winning,Mystery,2021.0
Wave!! Surfing Yappe!! (TV),5.83,"Jan 12, 2021 to Mar 30, 2021",Finished Airing,Asahi Production,Mixed media,9580.0,2987,197,13883.0,47459,Slice of Life,Sports,2021.0
Mashiro no Oto Mini,5.62,"Jan 15, 2021 to Jun 21, 2021",Finished Airing,AQUA ARIS,Manga,10375.0,12091,1,218.0,1198,Slice of Life,No Sub-Genre,2021.0
Da Nan Nan He Xiao Qilin,0.0,2009 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15427.0,23251,0,0.0,45,Comedy,No Sub-Genre,2009.0
Haha Mimi Xiu,0.0,2012 to ?,Finished Airing,YOW MISSING MAS BRO,Original,16252.0,23264,0,0.0,45,Comedy,No Sub-Genre,2012.0
Baobao Gushi Hui,0.0,2013 to ?,Finished Airing,YOW MISSING MAS BRO,Original,14818.0,23007,0,0.0,48,Fantasy,No Sub-Genre,2013.0
Popo Tonghua Shijie,0.0,2008 to ?,Finished Airing,YOW MISSING MAS BRO,Book,18953.0,23323,0,0.0,44,Adventure,Fantasy,2008.0
Qian Qian Wen,0.0,"Jun 3, 2002 to ?",Finished Airing,YOW MISSING MAS BRO,Original,19045.0,23200,0,0.0,45,Adventure,No Sub-Genre,2002.0
Da Jili Chedui,0.0,2003 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15419.0,21007,0,0.0,81,Comedy,No Sub-Genre,2003.0
Tian Jiang Xiaozi,0.0,2005 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,12930.0,23209,0,0.0,45,Adventure,Fantasy,2005.0
Baihua Gongzhu,0.0,2007 to ?,Finished Airing,YOW MISSING MAS BRO,Original,14757.0,23047,0,0.0,47,Fantasy,No Sub-Genre,2007.0
Xiao Fuzi: Qi Yu Da Maoxian,0.0,2006 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,13576.0,23753,0,0.0,41,Adventure,No Sub-Genre,2006.0
Yingxiong Qi Ge Ban,0.0,2002 to ?,Finished Airing,YOW MISSING MAS BRO,Original,14063.0,23228,0,0.0,45,Fantasy,No Sub-Genre,2002.0
Jing Wei Tian Hai,0.0,"Sep 26, 2007 to ?",Finished Airing,YOW MISSING MAS BRO,Other,16897.0,23832,0,0.0,40,Fantasy,No Sub-Genre,2007.0
Fengxing Tianxia,0.0,2008 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15898.0,23423,0,0.0,43,Adventure,Fantasy,2008.0
Xiongmao Jiazu,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Unknown,13928.0,23915,0,0.0,40,Fantasy,No Sub-Genre,
Konglong Weiji: Konglong Guilai,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Unknown,17420.0,24057,0,0.0,39,Sci-Fi,No Sub-Genre,
Ting Ting Zhishi Chengbao Lixian Ji,0.0,Apr 2008 to ?,Finished Airing,YOW MISSING MAS BRO,Original,12990.0,23742,0,0.0,41,Fantasy,No Sub-Genre,2008.0
Laoshu Zhua Mao 36 Ji,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Unknown,17648.0,23075,0,0.0,47,Comedy,No Sub-Genre,
Shikong Ban Ye,0.0,2008 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,19675.0,23542,0,0.0,42,Adventure,No Sub-Genre,2008.0
Shi Er Shengxiao (2009),0.0,2009 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,19629.0,23541,0,0.0,42,Adventure,Fantasy,2009.0
Pai Le Qi Tong,0.0,"Jul 6, 2009 to ?",Finished Airing,YOW MISSING MAS BRO,Unknown,18795.0,23715,0,0.0,41,Fantasy,No Sub-Genre,2009.0
Jingling Ku Xiao Bei,0.0,"Mar 6, 2009 to ?",Finished Airing,YOW MISSING MAS BRO,Original,16912.0,24109,0,0.0,38,Fantasy,No Sub-Genre,2009.0
Qingsong Shifen,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,19107.0,23941,0,0.0,39,Comedy,No Sub-Genre,
Mo Lin Chuanqi,0.0,"Jan 24, 2011 to ?",Finished Airing,YOW MISSING MAS BRO,Original,18199.0,23459,0,0.0,43,Adventure,No Sub-Genre,2011.0
Mo Lin Chuanqi: Yuangu Shenshou,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,18200.0,23853,0,0.0,40,Adventure,No Sub-Genre,
Wulin Waizhuan,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Other,13466.0,23216,0,0.0,45,Comedy,No Sub-Genre,2010.0
Chunguang Canlan Zhubajie,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,15324.0,23017,0,0.0,48,Fantasy,No Sub-Genre,2010.0
Ping-pong Xuanfeng,0.0,2007 to ?,Finished Airing,YOW MISSING MAS BRO,Original,18896.0,22559,0,0.0,53,Sports,No Sub-Genre,2007.0
Quwei San Shi Liu Ji,0.0,Sep 2010 to Dec 2010,Finished Airing,YOW MISSING MAS BRO,Original,19136.0,21910,0,0.0,64,Adventure,No Sub-Genre,2010.0
Caomei Leyuan: Kuaile Shenghuo,0.0,2011,Finished Airing,YOW MISSING MAS BRO,Original,15080.0,22844,0,0.0,50,Fantasy,No Sub-Genre,
Caomei Leyuan: Xingfu Shiguang,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,15082.0,23012,0,0.0,48,Fantasy,No Sub-Genre,
Caomei Leyuan: Binfen Mengxiang,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,15079.0,22796,0,0.0,50,Fantasy,No Sub-Genre,
Caomei Leyuan: Duocai Tongnian,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,15080.0,22797,0,0.0,50,Fantasy,No Sub-Genre,
Yingxiong Gushi Hui,0.0,Mar 2010 to 2010,Finished Airing,YOW MISSING MAS BRO,Other,14061.0,23771,0,0.0,41,Fantasy,No Sub-Genre,2010.0
Xue Hai Zi: Zhengjiu Jiayuan,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13958.0,23768,0,0.0,41,Fantasy,No Sub-Genre,2010.0
Guo Guo Leyuan,0.0,Nov 2009 to ?,Finished Airing,YOW MISSING MAS BRO,Original,16219.0,23428,0,0.0,43,Fantasy,No Sub-Genre,2009.0
Kaka He Ta de Pengyoumen,0.0,Nov 2010 to Mar 2011,Finished Airing,YOW MISSING MAS BRO,Original,17110.0,21730,0,0.0,67,Fantasy,No Sub-Genre,2010.0
Alpha de Qimiao Shijie,0.0,2009 to ?,Finished Airing,YOW MISSING MAS BRO,Original,14533.0,22552,0,0.0,53,Fantasy,No Sub-Genre,2009.0
Gonglu Q Che Ba,0.0,2010 to 2012,Finished Airing,YOW MISSING MAS BRO,Original,16130.0,23427,0,0.0,43,Fantasy,No Sub-Genre,2010.0
Xiongmao Zhanshi,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13936.0,23365,0,0.0,44,Fantasy,No Sub-Genre,2010.0
Yi Tang Juchang: Shuihu Zhuan,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,14038.0,23770,0,0.0,41,Fantasy,No Sub-Genre,2010.0
Yi Tang Piyingxi Yang Jia Jiang,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Other,14040.0,23853,0,0.0,40,Fantasy,No Sub-Genre,2010.0
Wo Yao Da Guizi,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,13421.0,23485,0,0.0,43,Comedy,No Sub-Genre,2010.0
Sheng Shi Qibing,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,19584.0,22726,0,0.0,51,Action,Adventure,2010.0
Ker Lixian Ji,0.0,"Dec 7, 2010 to ?",Finished Airing,YOW MISSING MAS BRO,Original,17243.0,23073,0,0.0,47,Adventure,Fantasy,2010.0
Chaoji YoYo,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15176.0,22801,0,0.0,50,Fantasy,No Sub-Genre,2010.0
Art de Qihuan Zhi Lu,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Original,14629.0,22791,0,0.0,50,Adventure,Fantasy,2010.0
Daqi He Tonghua Zhen,0.0,Apr 2010 to Jul 2011,Finished Airing,YOW MISSING MAS BRO,Original,15511.0,22160,0,0.0,60,Fantasy,No Sub-Genre,2010.0
Xiha Youji,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13768.0,23565,0,0.0,42,Adventure,No Sub-Genre,2010.0
Ji Dou Shi Yun Hui,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,16798.0,23436,0,0.0,43,Sports,No Sub-Genre,
Senlin Li De Gushi,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Original,19463.0,23949,0,0.0,39,Fantasy,No Sub-Genre,2011.0
Congming Chongwu Dan,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,15376.0,23408,1,0.0,43,Fantasy,No Sub-Genre,
Congming Chongwu Dan: Qihuan Lucheng,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,15377.0,23288,0,0.0,44,Fantasy,No Sub-Genre,
Zhui Feng Shaonu,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Original,14366.0,23236,0,0.0,45,Comedy,No Sub-Genre,2010.0
Shuguo Wangguo Lixian Ji,0.0,"Jun 1, 2011 to ?",Finished Airing,YOW MISSING MAS BRO,Original,19841.0,24534,0,0.0,35,Fantasy,No Sub-Genre,2011.0
Wai Xing Tu Bang Bang,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13296.0,24201,0,0.0,38,Fantasy,No Sub-Genre,2010.0
Gu Gu Dong,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,16158.0,23815,0,0.0,40,Fantasy,No Sub-Genre,
Chongwu Zhuangyuan Jizhen Shi,0.0,2013 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15281.0,23593,0,0.0,42,Fantasy,No Sub-Genre,2013.0
Chongwu Zhuangyuan Jizhen Shi: Xiong Boshi Di Yinmou,0.0,2014 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15283.0,24012,0,0.0,39,Fantasy,No Sub-Genre,2014.0
Sanzijing Li De Gushi,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Other,19410.0,23536,0,0.0,42,Fantasy,No Sub-Genre,2011.0
Fei Mao Zheng Zhuan,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,15852.0,23257,0,0.0,45,Comedy,Fantasy,
Mike Chuanqi,0.0,2012 to ?,Finished Airing,YOW MISSING MAS BRO,Original,18110.0,23457,0,0.0,43,Fantasy,No Sub-Genre,2012.0
Chokkan × Algorhythm♪ 3rd Season,0.0,"Jan 25, 2021 to ?",Currently Airing,YOW MISSING MAS BRO,Original,0.0,0,0,0.0,0,Comedy,No Sub-Genre,2021.0
Ao Ao Long,0.0,Dec 2010 to Jun 2011,Finished Airing,YOW MISSING MAS BRO,Original,14590.0,21278,0,0.0,75,Fantasy,No Sub-Genre,2010.0
Lan Juxing He Ludou Sha,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Original,17617.0,23310,0,0.0,44,Fantasy,No Sub-Genre,2010.0
Xingxi Baowei Zhan,0.0,"Jun 19, 2010 to ?",Finished Airing,YOW MISSING MAS BRO,Unknown,13868.0,22957,0,0.0,49,Action,Sci-Fi,2010.0
Daomei Xiansheng,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15509.0,22564,0,0.0,53,Comedy,No Sub-Genre,2010.0
Qinhuangdao Chuanqi,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,19116.0,23173,0,0.0,46,Fantasy,No Sub-Genre,2010.0
Xing Meng Yuan,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13835.0,23363,0,0.0,44,Fantasy,No Sub-Genre,2010.0
Jiandao Shitou Bu,0.0,2013 to ?,Finished Airing,YOW MISSING MAS BRO,Original,16830.0,24106,0,0.0,38,Fantasy,No Sub-Genre,2013.0
Malasong Wangzi,0.0,"Mar 5, 2011 to ?",Finished Airing,Taikong Works,Original,17858.0,20782,0,0.0,89,Sports,No Sub-Genre,2011.0
Shi Er Shengxiao: Wufu Waizhuan,0.0,Apr 2010 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,19635.0,23884,0,0.0,40,Fantasy,No Sub-Genre,2010.0
Shi Er Shengxiao: Yang Yang Deyi,0.0,2018 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,19636.0,24323,0,0.0,37,Fantasy,No Sub-Genre,2018.0
Shi Er Shengxiao: Long Xing Tianxia,0.0,May 2012 to Oct 2012,Finished Airing,YOW MISSING MAS BRO,Original,19632.0,22692,0,0.0,52,Fantasy,No Sub-Genre,2012.0
Shi Er Shengxiao: Tianxia Shu Tu,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Unknown,19634.0,24182,0,0.0,38,Fantasy,No Sub-Genre,
Se La,0.0,"Mar 18, 2004 to ?",Finished Airing,YOW MISSING MAS BRO,Original,19432.0,24174,0,0.0,38,Fantasy,No Sub-Genre,2004.0
Shenyong Meng Meng Tuan,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,19627.0,23741,0,0.0,41,Fantasy,No Sub-Genre,2010.0
Tian Tian Hao Xiguan,0.0,2007 to ?,Finished Airing,YOW MISSING MAS BRO,Original,12935.0,23210,0,0.0,45,Comedy,No Sub-Genre,2007.0
Zhang Xiao He Donghua,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,14233.0,23372,0,0.0,44,Comedy,No Sub-Genre,2010.0
Tonghua Meng Gongchang,0.0,2012 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13052.0,23964,0,0.0,39,Fantasy,No Sub-Genre,2012.0
Yesheng Dongwu Baobao,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Original,14025.0,23769,0,0.0,41,Fantasy,No Sub-Genre,2010.0
Blue Period,7.81,"Oct 2, 2021 to Dec 18, 2021",Finished Airing,Seven Arcs,Manga,899.0,494,5576,189072.0,426597,Drama,No Sub-Genre,2021.0
Huan Yue Zuofang,0.0,2012 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,16591.0,24255,0,0.0,37,Comedy,No Sub-Genre,2012.0
Shenqi Da Maoxian,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Original,19611.0,23472,0,0.0,43,Adventure,Fantasy,2011.0
Shengxiao Shan Chuanqi,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,19595.0,23734,0,0.0,41,Fantasy,No Sub-Genre,2010.0
Binggan Jing Zhang,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,14919.0,22881,0,0.0,49,Comedy,Fantasy,
Binggan Jing Zhang: Leyuan Jihua,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,14920.0,22882,0,0.0,49,Comedy,Fantasy,
Lei Bi Baobei Yu Ha Pai Leyuan,0.0,"Jan 1, 2011 to ?",Finished Airing,YOW MISSING MAS BRO,Original,17662.0,24067,0,0.0,39,Fantasy,No Sub-Genre,2011.0
Chong Chong Jihua,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15273.0,23055,0,0.0,47,Fantasy,No Sub-Genre,2010.0
Jin Luohao,0.0,2012 to ?,Finished Airing,YOW MISSING MAS BRO,Original,16883.0,24050,0,0.0,39,Fantasy,No Sub-Genre,2012.0
Kuangshi Qi Xia,0.0,Apr 2011 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,17529.0,23702,0,0.0,41,Fantasy,No Sub-Genre,2011.0
Wudi YoYo,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13459.0,22736,0,0.0,51,Fantasy,No Sub-Genre,2011.0
Shinkansen Henkei Robo Shinkalion Z the Animation,6.29,"Apr 9, 2021 to Mar 18, 2022",Finished Airing,OLM,Other,7470.0,11794,6,221.0,1332,Action,Sci-Fi,2021.0
Ding Laotou He Jiong GG,0.0,2011,Finished Airing,YOW MISSING MAS BRO,Original,15586.0,22331,0,0.0,57,Comedy,No Sub-Genre,
Xi Xiao Yijia Qin,0.0,May 2011 to Dec 2011,Finished Airing,YOW MISSING MAS BRO,Original,13486.0,21363,0,0.0,74,Comedy,No Sub-Genre,2011.0
Bobo Lixian Ji,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Original,14946.0,21990,0,0.0,63,Adventure,Fantasy,2011.0
Xiao Chaoren Dui,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13563.0,22859,0,0.0,50,Sci-Fi,No Sub-Genre,2011.0
Fengyun Qi Dui,0.0,Jun 2011 to Aug 2011,Finished Airing,YOW MISSING MAS BRO,Original,15900.0,20972,0,0.0,82,Fantasy,Sports,2011.0
Yule Zong Dong Yuan,0.0,2009 to 2010,Finished Airing,YOW MISSING MAS BRO,Unknown,14168.0,22225,0,0.0,58,Comedy,No Sub-Genre,2009.0
Tunshu Buluo,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13145.0,24546,0,0.0,35,Fantasy,No Sub-Genre,2011.0
Kuku Xiaoji Zheng Zhuan: Gou Gou Dao,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,17537.0,24278,0,0.0,37,Fantasy,No Sub-Genre,
Kaixin Guo De Luse Jiayuan: Haha Senlin,0.0,Feb 2011 to Aug 2011,Finished Airing,YOW MISSING MAS BRO,Original,17096.0,22350,0,0.0,57,Fantasy,No Sub-Genre,2011.0
Tu Baobao Yu Hu Xingxing,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,13113.0,24335,0,0.0,37,Fantasy,No Sub-Genre,
Gou Gou Xiongxiong Le Fantian,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,16141.0,23893,0,0.0,40,Fantasy,No Sub-Genre,
Qu Yuan Huicui,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Other,19128.0,23523,0,0.0,42,Comedy,No Sub-Genre,
Pao Pao Yu Di Meili Shenghuo,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Original,18827.0,24158,0,0.0,38,Fantasy,No Sub-Genre,2011.0
Jimu Gushi Hui,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Original,16874.0,24261,0,0.0,37,Fantasy,No Sub-Genre,2011.0
Nanatsu no Taizai Movie 2: Hikari ni Norowareshi Mono-tachi,7.13,"Jul 2, 2021",Finished Airing,Studio Deen,Manga,3413.0,2356,235,28184.0,72618,Action,Adventure,
Niehime to Kemono no Ou,7.24,"Apr 20, 2023 to ?",Currently Airing,J.C.Staff,Manga,2813.0,3362,200,4140.0,38382,Fantasy,Romance,2023.0
Qi E Buluo,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Unknown,19014.0,24159,0,0.0,38,Fantasy,No Sub-Genre,
Duan Wei Gou: Pangxie Zhanzhu,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15739.0,24024,0,0.0,39,Fantasy,No Sub-Genre,2011.0
Shenqi De Baoshi,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Original,19612.0,23203,0,0.0,45,Fantasy,No Sub-Genre,2011.0
Chaoji Da Lotto,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,15166.0,23142,0,0.0,46,Comedy,No Sub-Genre,
"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.",7.58,"Apr 27, 2023",Finished Airing,feel.,Light novel,1421.0,2005,489,10462.0,94326,Comedy,Romance,
Zuoyou Nao Zhili Kaifa,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,14401.0,23380,0,0.0,43,Fantasy,No Sub-Genre,
Conglin Lixian,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15374.0,23249,0,0.0,45,Fantasy,No Sub-Genre,2011.0
Haiyang Xiao Huoban,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Original,16284.0,23429,0,0.0,43,Fantasy,No Sub-Genre,2010.0
Jimu Zhi Dou Lei Ren Shu,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Original,16879.0,23687,0,0.0,41,Fantasy,No Sub-Genre,2011.0
Sanguo Yanyi,0.0,"Oct 18, 2017 to Mar 1, 2018",Finished Airing,YOW MISSING MAS BRO,Novel,19377.0,20091,0,0.0,128,Action,Drama,2017.0
Xiao Chong Chong You Da Zhihui,0.0,"Nov 18, 2010 to ?",Finished Airing,Fantawild Animation,Original,13564.0,23486,0,0.0,43,Fantasy,No Sub-Genre,2010.0
Bai Li Xiong,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Original,14746.0,23281,0,0.0,44,Fantasy,No Sub-Genre,2011.0
Bai Li Xiong: Shenmi Hei Yi Ren,0.0,2015 to ?,Finished Airing,YOW MISSING MAS BRO,Original,14748.0,23282,0,0.0,44,Fantasy,No Sub-Genre,2015.0
Bai Li Xiong: Meili de Da Senlin,0.0,2012 to ?,Finished Airing,YOW MISSING MAS BRO,Original,14748.0,23389,0,0.0,43,Fantasy,No Sub-Genre,2012.0
Bai Li Xiong: Yunwu Shan De Mimi,0.0,2013 to ?,Finished Airing,YOW MISSING MAS BRO,Original,14750.0,23284,0,0.0,44,Fantasy,No Sub-Genre,2013.0
Shouwei Mayi Cun,0.0,"Mar 9, 2011 to Mar 21, 2011",Finished Airing,YOW MISSING MAS BRO,Original,19824.0,22208,0,0.0,59,Fantasy,No Sub-Genre,2011.0
Kele Gou,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Original,17225.0,23699,0,0.0,41,Comedy,No Sub-Genre,2011.0
Shuihu Yingxiong Liezhuan,0.0,2013 to ?,Finished Airing,YOW MISSING MAS BRO,Novel,19853.0,23739,0,0.0,41,Comedy,No Sub-Genre,2013.0
Da Zui Tu Shuo Gushi,0.0,"Feb 28, 2011 to ?",Finished Airing,YOW MISSING MAS BRO,Original,15445.0,23653,0,0.0,41,Fantasy,No Sub-Genre,2011.0
Cai Shang Baodian,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,15052.0,23642,0,0.0,41,Fantasy,No Sub-Genre,
Guoran Yi Ting,0.0,"Dec 29, 2011 to ?",Finished Airing,YOW MISSING MAS BRO,Original,16226.0,23818,0,0.0,40,Fantasy,No Sub-Genre,2011.0
"Tantei wa Mou, Shindeiru.",6.37,"Jul 4, 2021 to Sep 19, 2021",Finished Airing,ENGI,Light novel,7028.0,627,3092,130316.0,347292,Comedy,Mystery,2021.0
Budai Heshang Yun Youji: Kanghong Fengyun,0.0,2012 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,15015.0,23641,0,0.0,41,Fantasy,No Sub-Genre,2012.0
Jiangziya Zhi Shang Hu Chuanshuo,0.0,2012 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,16838.0,24263,0,0.0,37,Fantasy,No Sub-Genre,2012.0
Jisu Shaonian,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,16946.0,24265,0,0.0,37,Sports,No Sub-Genre,
Huanle Zhi Cheng,0.0,2012 to ?,Finished Airing,YOW MISSING MAS BRO,Original,16614.0,24510,0,0.0,35,Fantasy,No Sub-Genre,2012.0
Tai-Ari deshita.: Ojou-sama wa Kakutou Game nante Shinai,0.0,Not available,Not yet aired,YOW MISSING MAS BRO,Manga,YOW MISSING MAS BRO,7831,11,0.0,5305,Comedy,Girls Love,
Santa Company: Manatsu no Merry Christmas,5.24,"Jan 28, 2021",Finished Airing,ORENDA,Original,11513.0,10183,4,1172.0,2340,Fantasy,No Sub-Genre,
